_type,_id,_revision,_page.next,kodas,vietovardis_pilnas_nekirciuotas,vietovardis,linksniai,vietovardzio_rusis,vietovardis_vertimas,kirciuote,adm_teritorinis_priklausymas,statusas,kitas_statusas,kiti_variantai,papildoma_informacija,susije_vietovardziai
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b33cc227-3af7-4242-8c0e-79f9139fa7b2,78a5cf5e-4daf-4a38-8b59-4da9ca2a34c7,,2601570,Tilžintė,Tilži̇̀ntė,,upė,,1,"Kaliningrado sritis, Rusija",šalutinis,,Tilžintà - pagrindinis,buvusi Pilkalnio apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,307daf2c-4d30-48f8-84df-7c292c4620ef,168daf3c-ff2a-4511-90f4-8fca1d4052e4,,2601580,Timakavo miškas,Ti̇̀makavo mi̇̀škas,,miškas,,,"Druskininkų savivaldybės teritorija, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,50e1eca4-6f24-4eb3-9c1f-9bf14859bf01,2286ff1c-d92f-49f4-bba2-3cf87f966219,,2601590,Timbra,Ti̇̀mbra,,kaimas,"vokiškai Timber, dabar rusiškai Rybackoe",1,"Kaliningrado sritis, Slavsko rajonas, Rusija",pagrindinis neoficialusis,oficialusis - Rybãckojė,Ti̇̀mbrė - šalutinis,buvusi Labguvos apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c4528f5f-b94d-455e-964e-b2320ce93a75,ee57dbfc-0cbd-4215-92cc-6ff00ab0d98f,,2601600,Timbrė,Ti̇̀mbrė,,kaimas,,1,"Kaliningrado sritis, Slavsko rajonas, Rusija",šalutinis neoficialusis,oficialusis - Rybãckojė,Ti̇̀mbra - pagrindinis,buvusi Labguvos apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2699a193-2b61-4da8-b2e1-84c5be77d649,13b031df-684b-4af6-b5cc-adf7339c913f,,2601610,Timbra,Ti̇̀mbra,,upė,"vokiškai Timber, Timber-Kanal, dabar rusiškai Galovinskij kanal",1,"Kaliningrado sritis, Rusija",pagrindinis,,Ti̇̀mbrė - šalutinis,buvusi Labguvos apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,56d3a659-e03e-4e24-979c-e1dc97d06fc0,67abd3cf-4582-441a-a1cf-582938c98417,,2601620,Timbrė,Ti̇̀mbrė,,upė,,1,"Kaliningrado sritis, Rusija",šalutinis,,Ti̇̀mbra - pagrindinis,buvusi Labguvos apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,eade404e-e2b0-42b1-ba2b-3ac0ace07a71,dac10d4e-35e4-400d-bcb1-20b2a1538c7c,,2601630,Timiriazevas,Timiriãzevas,,kaimas,,1,"Kaliningrado sritis, Slavsko rajonas, Rusija",oficialusis,neoficialusis - Naujóji,,buvusi Pakalnės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,889f3d36-f932-47d2-8829-3f84c3a7519e,194e7af3-d622-4dc6-b5b9-21de6564e1d8,,2601640,Timofejevas,Timofèjevas,,kaimas,,1,"Kaliningrado sritis, Krasnoznamensko rajonas, Rusija",oficialusis,neoficialusis - Vėdaráitiškiai,Katmilžiai̇̃ - šalutinis,buvusi Ragainės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0d9e98d5-6aa2-4528-ac0b-971bc1394769,cd0b76da-2240-4bf0-b3ad-faa8f7442e24,,2601650,Timsriai,Timsriai̇̃,"Timsrių̃, Timsriáms, į Timsriùs, ties Timsriai̇̃s, Timsriuosè",kaimas,,4,"Pagėgių savivaldybės teritorija, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fc98bb89-e42e-4145-b5fa-7af47efc5fda,f7e30b08-0056-4db9-95c5-122d4c11d1ba,,2601660,Tindžiuliai,Tindžiùliai,"Tindžiùlių, Tindžiùliams, į Tindžiuliùs, ties Tindžiùliais, Tindžiùliuose",kaimas,,2,"Rokiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3f05373b-c6a9-485f-a107-d02c5c141fc8,52309f9a-4016-48f6-b4b8-b1a44a5b5bfe,,2601670,Tinteliai,Tinteliai̇̃,"Tintelių̃, Tinteliáms, į Tiñtelius, ties Tinteliai̇̃s, Tinteliuosè",kaimas,,(3b),"Kretingos rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,f9794fc0-bc52-4a1e-83ca-acf9eac2b38c,e1ad1041-98aa-4fef-8c7a-7e108956290e,,2601680,Tyrai,Týrai,,pelkė,,1,"Klaipėdos rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ef0c1509-26a4-4060-9dda-e9a4e80fccc7,13bb4007-e405-470a-93be-02b77a325d71,,2601690,Tyras,Týras,,pelkė,,1,"Plungės rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,01531822-ce69-4d75-847c-924c102edac0,f322f647-cecb-4da0-989a-75c6e2073d44,,2601700,Tyrava,Tyravà,"Tyravõs, Týravai, į Týravą, ties Týrava, Tyravojè",kaimas,"vokiškai Deutsch Thierau (Tierau), dabar rusiškai Ivancovo",(3a),"Kaliningrado sritis, Bagrationovsko rajonas, Rusija",neoficialusis,oficialusis - Ivancòvas,,buvusi Šventapilės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,87e3ce32-dada-4eb0-92fe-90e4c63f97e3,bb85b841-108b-4e7e-8748-df5f6bd2e226,,2601710,Tyreliai,Týreliai,,miškas,,1,"Tauragės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ae43ab78-9e39-478b-95b4-d85db384ca86,1389fbc8-966a-42a4-be2a-c4276347f437,,2601720,Tyrelis,Týrelis,,miškas,,1,"Joniškio rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fb751f22-856b-481b-8526-5b375513ebd0,5e3027a2-ca7f-4af3-89ce-da7e8cded7b5,,2601730,Tyrelis,Týrelis,,pelkė,,1,"Šiaulių rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,da84c95f-cf41-4d5f-b36d-fe029034db58,3596de72-2055-407c-9c63-ae3e10c08e46,,2601740,Tirkiliškiai,Tir̃kiliškiai,,miesto dalis,,1,"Kauno miestas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2952a702-c13d-452b-b6e5-99fce9a9babb,e5e2668d-7370-438f-a3b5-e3f3876e810e,,2601750,Tirkšliai,Tirkšliai̇̃,"Tirkšlių̃, Tirkšliáms, į Ti̇̀rkšlius, ties Tirkšliai̇̃s, Tirkšliuosè",miestelis,,3,"Mažeikių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4893adfc-ec3d-4148-94ce-1947890a0123,e54c1c3d-6447-4f97-b6db-0f4f523e10e8,,2601760,Tirkšliai,Tirkšliai̇̃,"Tirkšlių̃, Tirkšliáms, į Tirkšliùs, ties Tirkšliai̇̃s, Tirkšliuosè",kaimas,,4,"Kauno rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,01d05c6d-4df9-4a11-8286-61679df57304,29e27990-95b5-49da-b376-9d56c95e9778,,2601770,Tirkšlioniai,Tirkšlióniai,,kaimas,,1,"Pakruojo rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,98fa25a1-493a-4734-943f-0d448154240e,e1c4a381-5b37-4a93-9ddd-1a28d2061802,,2601780,Tirmėnai,Tirmė́nai,,kaimas,,1,"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,34f60356-88d2-43c5-8e39-bc927614c615,0c637bdf-ef90-4310-af39-9b0fc8e4f29b,,2601790,Tirškaimis,Ti̇̀rškaimis,,kaimas,"vokiškai Gross Dirschkeim, dabar rusiškai Donskoe",1,"Kaliningrado sritis, Zelenogradsko rajonas, Rusija",neoficialusis,oficialusis - Donskòjė,,buvusi Žuvininkų apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,04e30225-c729-45fb-91f7-f73ae097501f,524ea887-287d-4f5b-81b7-88fc3d86dd83,,2601800,Tyruliai,Týruliai,,miestelis,,1,"Radviliškio rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,49b66782-4695-4725-90a7-28e388203c58,adcf31f0-812a-4b5c-8bf9-d6421b726cc8,,2601810,Tyrų Pelkė,Týrų Pélkė,,miškas,,1,"Klaipėdos rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,87cd904a-7f30-481a-8d80-052ddfd4d8db,bb139e62-93bd-47f4-89af-0354e6dc823f,,2601820,Tiskūnai,Tiskū́nai,,kaimas,,1,"Kėdainių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b92e593c-7188-41b0-8c62-3b5dbe480efc,df800351-0f9e-4b23-8d49-c005b3280fd7,,2601830,Tišinas,Ti̇̀šinas,,kaimas,,1,"Kaliningrado sritis, Bagrationovsko rajonas, Rusija",oficialusis,neoficialusis - Apùšvangis,,buvusi Ylavos apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,48d847c3-d7ec-4c81-9301-3d3511233844,3ded8400-1ccc-4570-acc4-aa9803224337,,2601840,Tiškai,Tiškai̇̃,"Tiškų̃, Tiškáms, į Tiškùs, ties Tiškai̇̃s, Tiškuosè",kaimas,,4,"Mažeikių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6ad7e037-4d51-42c2-9c2a-1af02f1190e2,dac78667-aca7-4926-bf3f-6999d4b134ae,,2601850,Titkoniai,Titkóniai,,kaimas,,1,"Pasvalio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a91ff5b3-9163-4125-ab1f-885cc52b2e97,0a1d763a-4473-4797-b3ae-4c064512dbab,,2601860,Titnas,Ti̇̀tnas,"Ti̇̀tno, Ti̇̀tnui, į Ti̇̀tną, ties Titnù, Titnè",ežeras,,2,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,63a6c9f3-9d93-4942-bb4f-e15493e5bf1f,6b5a7d1e-a320-4838-8e83-3c31709aa41b,,2601870,Titoniai,Titóniai,,kaimas,,1,"Pakruojo rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7eb86eff-db66-436f-946c-4f3fd742c2ff,c415c26e-e5a4-4c36-81af-b152a393165c,,2601880,Tytuvėnai,Týtuvėnai,,miestas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,cf513ec3-4240-4ef0-a10b-119d7feac4fc,d7b4c8f3-383c-4c0d-b52d-fa09a310bb90,,2601890,Tytuvėnėliai,Tytuvėnė̃liai,"Tytuvėnė̃lių, Tytuvėnė̃liams, į Tytuvėnėliùs, ties Tytuvėnė̃liais, Tytuvėnė̃liuose",kaimas,,2,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,97291d3f-d7a4-4c8f-9ef6-bf83f53e3d01,1316eb13-16f9-4e47-9510-7991641d5472,,2601900,Tytuvėnų miškas,Týtuvėnų mi̇̀škas,,miškas,,,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7ca87d78-ccce-456c-851a-885295dfcdec,8239ef81-4153-4296-b1f1-3f2a53584177,,2601910,Tytuvėnų tyrelis,Týtuvėnų týrelis,,pelkė,,,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9339c5e2-5c04-4e3c-926d-a8dd04802014,ef570dfc-48d1-4479-996b-d83048e25e1f,,2601920,Titvydiškė,Ti̇̀tvydiškė,,kaimas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,467ce24c-a979-4088-908b-c64aa60db59b,88a7536d-7c91-47e7-a812-5f94ca305dae,,2601930,Tiumenė,Tiumènė,"Tiumènės, Tiumènei, į Tiumènę, ties Tiumenè, Tiumènėje",miestas,,2,"Tiumenės sritis, Rusija",vienintelis,,,1863 m. sukilimo dalyvių ir Lietuvos gyventojų 1941–1952 m. tremties vieta Sibire,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d4a7b669-1825-4a5f-9179-f81caee9a0ea,5b4223a6-f6b3-41af-8e64-bea0e49f8856,,2601940,Tobolskas,Tobòlskas,,miestas,,1,"Tiumenės sritis, Rusija",vienintelis,,,Lietuvos gyventojų 1941–1952 m. tremties vieta Sibire,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a7d962f6-0dbb-4ca2-b475-17b0c785b484,01a52c21-4865-426c-ac67-69cb0088f6f1,,2601950,Tolava,Tõlava,,istorinė sritis,,1,Nebus,šalutinis,,Tõluva - pagrindinis,latgalių žemė Gaujos aukštupyje,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,bcb1ecb3-853b-4522-a55d-4f4ae8a70d08,48da3af3-1d43-4624-b031-88ea65b41407,,2601960,Toleikiai,Tolei̇̃kiai,"Tolei̇̃kių, Tolei̇̃kiams, į Toleikiùs, ties Tolei̇̃kiais, Tolei̇̃kiuose",kaimas,,2,"Klaipėdos rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,88ca4b36-621f-4384-b81c-55014c6c5af0,5c0af577-a6dd-4ee7-90fe-08f277dd0034,,2601970,Toleikiai,Tolei̇̃kiai,"Tolei̇̃kių, Tolei̇̃kiams, į Toleikiùs, ties Tolei̇̃kiais, Tolei̇̃kiuose",kaimas,,2,"Utenos rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c4e6c73c-0120-44c0-a337-06b53b856b33,1f0038d8-d751-4a38-985b-46b90d80f9e5,,2601980,Toliai,Tóliai,,kaimas,,1,"Kretingos rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,39574b48-add1-456d-80d4-9f449d792ce6,1f5a43b9-6e67-4202-aa81-98eed269f648,,2601990,Toliejai,Toliẽjai,"Toliẽjų, Toliẽjams, į Toliejùs, ties Toliẽjais, Toliẽjuose",kaimas,,2,"Kazlų Rūdos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,5431a3e4-55b9-4f68-9c3f-448c18cf0880,3f561cc4-5c10-42e2-8b4d-10c0b2328bb3,,2602000,Toliejai,Toliejai̇̃,"Toliejų̃, Toliejáms, į Toliejùs, ties Toliejai̇̃s, Toliejuosè",kaimas,,4,"Molėtų rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7a93532c-28da-474e-a716-b49c9eff9d8d,99257b46-d24e-49f6-839c-75ef9bc27de7,,2602010,Tolimėnai,Tolimė́nai,,kaimas,,1,"Ignalinos rajonas, Utenosapskritis, Lietuva; Zarasų rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0b538fac-13ea-4413-8086-8329243eb1ee,c1f702e3-8ca2-448d-808d-7dcc7050720e,,2602020,Tolimėnų piliakalnis,Tolimė́nų pi̇̀liakalnis,,piliakalnis,,,"Ignalinos rajonas, Utenosapskritis, Lietuva",šalutinis,,Bakanė̃liai - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,5c76b7fd-0864-4c03-997a-306c11635836,25a790b4-a307-40df-a47e-bb313f78bb2e,,2602030,Toliočiai,Toliõčiai,"Toliõčių, Toliõčiams, į Toliočiùs, ties Toliõčiais, Toliõčiuose",kaimas,,2,"Šiaulių rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,05ceb4ab-a64e-46d3-a1d0-3a713b3ba614,55412200-46c8-44a4-b698-e575b3847636,,2602040,Tolišiai,Toli̇̀šiai,"Toli̇̀šių, Toli̇̀šiams, į Tolišiùs, ties Toli̇̀šiais, Toli̇̀šiuose",kaimas,,2,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1a8677c3-829b-4fed-8b36-8a63b6a11357,84317b57-06cb-42d7-8b85-20141b7e5de4,,2602050,Toliūnai,Toliū́nai,,kaimas,,1,"Pasvalio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a8b173cd-d49e-43ce-a80f-ea153429e52f,b1c72d27-dc33-43a9-a46c-540e969e95c1,,2602060,Tolivardžiai,Toli̇̀vardžiai,,kaimas,,1,"Kauno rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ece386f5-eb7f-4f5b-a5e0-eef641871152,11da4df4-ea7c-4a28-a1b8-0292db54f318,,2602070,Tolkiškės,Tõlkiškės,,kaimas,,1,"Trakų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,029d036a-8473-4910-a7d1-8ba8793097fa,42f2a4d9-701e-4bdf-aacc-81e072abf8dd,,2602080,Tolkiškių miškas,Tõlkiškių mi̇̀škas,,miškas,,,"Trakų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e51b55f0-2200-48ce-b65c-bfe52da30c4c,53bb2707-49c5-433a-8c8c-c0bde3659380,,2602090,Tolkūnai,Tolkū́nai,,kaimas,,1,"Alytaus rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,caead290-2d29-4c16-a8d6-1a2fc1ec876e,f9b997fa-4a47-48eb-a179-069f21b8ea21,,2602100,Tolkūnai,Tolkū́nai,,kaimas,,1,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,036510e8-df31-4089-add1-f3c79cb14932,e3a8b23c-3763-4543-8539-ffeb1571ee1a,,2602110,Tolkūnų piliakalnis,Tolkū́nų pi̇̀liakalnis,,piliakalnis,,,"Alytaus rajonas, Alytausapskritis, Lietuva",šalutinis,,Žilviõs pi̇̀liakalnis - pagrindinis; Pùpasodžio pi̇̀liakalnis - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d09071ee-bc60-45c5-95e0-c4de300f0f27,3efd136c-d7ca-4e28-8c02-977213ba18c6,,2602120,Tolminkiemis,Tolmi̇̀nkiemis,,kaimas,"vokiškai Tollmingkehmen, dabar rusiškai Čistyje Prudy",1,"Kaliningrado sritis, Nesterovo rajonas, Rusija",neoficialusis,oficialusis - Či̇̀styje Prùdai,,buvusi Geldapės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1ad06dd6-50e1-495a-81b9-35be43abb664,4c4345e6-8300-4df7-85fc-b30b3377c44b,,2602130,Tolovka,Tolovkà,"Tolòvkos, Tolòvkai, į Tolòvką, ties Tolovkà, Tolòvkoje",kaimas,,2,"Saratovo sritis, Jeršovo rajonas, Rusija",vienintelis,,,šnek. Talaukà; 1863 m. sukilimo dalyvių tremties vieta,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,636430b3-1059-4d75-bf7c-9e95c5d70b15,86fd3e73-70ce-400b-90c1-eac648fd7cc2,,2602140,Tolučiai,Tolùčiai,"Tolùčių, Tolùčiams, į Tolučiùs, ties Tolùčiais, Tolùčiuose",kaimas,,2,"Ukmergės rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e75ab885-5330-4d05-a503-0e0ffb49cc8c,285c6bbd-fc64-493d-bee7-45ea8edb99f6,,2602150,Toluva,Tõluva,,istorinė sritis,latviškai Tālava,1,Nebus,pagrindinis,,Tõlava - šalutinis,latgalių žemė Gaujos aukštupyje,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,949064b9-7c75-4551-842f-ea86c85921b0,ab0bda74-3ac5-4805-8824-214b231c838c,,2602170,Tomskas,Tòmskas,,miestas,,1,Rusija,vienintelis,,,1863 m. sukilimo dalyvių tremties vieta ir Lietuvos gyventojų 1941–1952 m. tremties vieta Sibire,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,515d5a02-e82a-4181-ab4f-2901808cecdd,f5bf888d-1b11-4473-be7a-5f5401fa7111,,2602180,Toplaukis,Tóplaukis,,kaimas,"vokiškai Taplacken, dabar rusiškai Talpaki",1,"Kaliningrado sritis, Gvardeisko rajonas, Rusija",pagrindinis neoficialusis,oficialusis - Talpakai̇̃,Tãplaukis - šalutinis,buvusi Vėluvos apskritis; yra ir šalutinis kaimo vardo variantas Tóplaukiai (1),
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,69150324-a029-4aa0-ae6a-740c694829a8,55ac71a5-6ea4-429e-839b-8e9d8f7e3c45,,2602210,Torava,Toravà,"Toravõs, Tõravai, į Tõravą, ties Tõrava, Toravojè",kaimas,"vokiškai Tharau, dabar rusiškai Vladimirov",(3b),"Kaliningrado sritis, Bagrationovsko rajonas, Rusija",oficialusis,oficialusis - Vladi̇̀mirovas,,buvusi Ylavos apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2f02cf0f-e200-49e3-a4e4-64c93233fd31,446ea6ad-a461-4586-b61d-e8e17fd7ffa2,,2602212,Torunė,Torùnė,"Torùnės, Torùnei, į Torùnę, ties  Torunè,  Torùnėje",miestas,lenkiškai Toruń,2,"Kujavijos Pamario vaivadija, Lenkija",,,,"<p>Elektroninis žodyno variantas 2011 m. papildytas šiuo vartosenai aktualiu vietovardžiu, pritarus žodyno redakcinei kolegijai.</p>",
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9cc63907-444b-4765-b8c5-78a3d244fad1,2a548117-bc8f-4c2f-a36a-3965247d4f03,,2602220,Totoriškės,Totõriškės,,kaimas,,1,"Trakų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,08f58f69-0368-46ba-8fe8-d67353bfbc0d,a94456f7-c1d0-4c96-b328-04f43012f686,,2602230,Totoriškio piliakalnis,Totõriškio pi̇̀liakalnis,,piliakalnis,,,"Širvintų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c9cd75e6-6ef2-44db-b465-fc8ce54f80a1,77d9cef6-e561-4cbc-a6f9-6af76d7f3dc2,,2602240,Totoriškių ežeras,Totõriškių ẽžeras,,ežeras,,,"Trakų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,76e4f9ff-f4c8-4a60-8493-00f76ab8a7f6,a657dbaa-8459-469d-81e8-8f7eaaeecc5f,,2602250,Totorių kalnas,Totõrių kálnas,,piliakalnis,,,"Trakų rajonas, Vilniausapskritis, Lietuva",pagrindinis,,Dani̇̀liškių pi̇̀liakalnis - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,cd69ec43-2423-4ef9-8e04-d630fe96785d,c2071626-e61a-48c6-8c35-8192d8a726b9,,2602270,Totorviečiai,Totõrviečiai,,kaimas,,1,"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9c384522-0155-428c-9780-3467ae50118c,b698aa0e-f262-484a-af1c-a2b5321ff07a,,2602280,Tovė,Tóvė,,kaimas,"vokiškai Tawe, dabar rusiškai Zalivino",1,"Kaliningrado sritis, Slavsko rajonas, Rusija",neoficialusis,,Zali̇̀vinas - šalutinis,buvusi Pakalnės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d55f86ec-bef6-40e5-bf5d-65455aa94af8,bae28cdb-aff2-41d9-97f0-0927afedbe67,,2602290,Tovė,Tóvė,,upė,vokiškai Tawe,1,"Kaliningrado sritis, Rusija",vienintelis,,,"buvusi Pakalnės apskritis; Gilijos dešinioji šaka, įteka į Kuršių marias",
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2eb873a1-b0d0-4786-b427-d21b833dcf26,8d20902d-7cb6-458c-b3c1-e30d6c0e31db,,2602300,Tovelė,Tovẽlė,"Tovẽlės, Tovẽlei, į Tovẽlę, ties Tovelè, Tovẽlėje",upė,"vokiškai Tawelle, dabar rusiškai Tovarnaja",2,"Kaliningrado sritis, Rusija",vienintelis,,,buvusi Pakalnės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7492bbcf-22ca-4b9c-be42-71afd42b736c,c3b2cb1c-1626-4059-86f9-daf3b1dbe4fc,,2602310,Tovelninkai,Tovélninkai,,kaimas,"vokiškai Tawellningken, dabar rusiškai Biserovo",1,"Kaliningrado sritis, Slavsko rajonas, Rusija",neoficialusis,oficialusis - Bi̇̀serovas,,buvusi Pakalnės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,336168f3-eeb0-4491-b8cd-9babef17346c,e012b133-cffe-4ca6-b421-60eebb4c5793,,2602320,Tovės ežeras,Tóvės ẽžeras,,ežeras,"vokiškai Tawener Eszer, dabar rusiškai Morijskoe Nižnee",,"Kaliningrado sritis, Slavsko rajonas, Rusija",vienintelis,,,buvusi Pakalnės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,69959a41-6bce-4fa0-a57f-038f9e599787,556c48a4-739e-4e4f-aa9a-1cf74b253adf,,2602330,Trainaičiai,Traináičiai,,kaimas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
